graph,strategy,step,num_edges_added_this_step,edges_added,nr_aG_baseline,nr_e0_mult_baseline,nr_e1_mult_baseline,nr_CIS_baseline,nr_aG_before,nr_e0_mult_before,nr_e1_mult_before,nr_CIS_before,nr_aG_after,nr_e0_mult_after,nr_e1_mult_after,nr_CIS_after,nr_cumAUC_aG,nr_cumAUC_e0_mult,nr_cumAUC_e1_mult,nr_cumAUC_CIS,aG_before,aG_after,Delta_aG,aG_baseline0,AUC_aG__betweeness,AUC_e0_mult__betweeness,AUC_e1_mult__betweeness,AUC_CIS__betweeness,Delta_aG_vs_random__betweeness,Delta_e0_mult_vs_random__betweeness,Delta_e1_mult_vs_random__betweeness,Delta_CIS_vs_random__betweeness,AUC_aG__closeness,AUC_e0_mult__closeness,AUC_e1_mult__closeness,AUC_CIS__closeness,Delta_aG_vs_random__closeness,Delta_e0_mult_vs_random__closeness,Delta_e1_mult_vs_random__closeness,Delta_CIS_vs_random__closeness,AUC_aG__core_influence,AUC_e0_mult__core_influence,AUC_e1_mult__core_influence,AUC_CIS__core_influence,Delta_aG_vs_random__core_influence,Delta_e0_mult_vs_random__core_influence,Delta_e1_mult_vs_random__core_influence,Delta_CIS_vs_random__core_influence,AUC_aG__degree,AUC_e0_mult__degree,AUC_e1_mult__degree,AUC_CIS__degree,Delta_aG_vs_random__degree,Delta_e0_mult_vs_random__degree,Delta_e1_mult_vs_random__degree,Delta_CIS_vs_random__degree,AUC_aG__random,AUC_e0_mult__random,AUC_e1_mult__random,AUC_CIS__random,Delta_aG_vs_random__random,Delta_e0_mult_vs_random__random,Delta_e1_mult_vs_random__random,Delta_CIS_vs_random__random
pzb,fiedler_greedy,1,1,PZB-GREY1-TSN384-SANBIP--PZB-TSN534-HSRC-SW,0.77547,1,4,2.5,0.77547,1,4,2.5,0.87259,1,3,3.0,0.82403,1.0,3.5,2.75,0.77547,0.87259,0.09712,0.77547,0.08726,4.3,0.5,1.5,-0.08017,0.3,-0.6,-0.2,0.08726,4.4,0.7,1.7,-0.08017,0.4,-0.4,0.0,0.08726,4.5,0.6,1.6,-0.08017,0.5,-0.5,-0.1,0.08726,4.5,0.7,1.7,-0.08017,0.5,-0.4,0.0,0.16743,4.0,1.1,1.7,0.0,0.0,0.0,0.0
pzb,fiedler_greedy,2,1,PZB-GREY1-TSN384-SANBIP--PZB-TSN267-SAEON-GWFN,0.77547,1,4,2.5,0.87259,1,3,3.0,0.92642,1,3,4.0,0.85816,1.0,3.33333,3.16667,0.87259,0.92642,0.05384,0.77547,0.09264,4.3,0.6,1.7,-0.6,2.7,-2.3,-0.1,0.09264,3.9,1.1,2.2,-0.6,2.3,-1.8,0.4,0.09264,4.7,0.6,1.7,-0.6,3.1,-2.3,-0.1,0.09264,4.7,0.6,1.7,-0.6,3.1,-2.3,-0.1,0.69264,1.6,2.9,1.8,0.0,0.0,0.0,0.0
pzb,fiedler_greedy,3,1,PZB-GREY1-TSN384-SANBIP--PZB-TSN670-ARC-CACWL,0.77547,1,4,2.5,0.92642,1,3,4.0,0.96016,1,2,5.0,0.88366,1.0,3.0,3.625,0.92642,0.96016,0.03374,0.77547,0.09602,4.1,0.6,1.9,-0.3615,2.2,-0.2,-0.9,0.09602,3.9,1.2,2.5,-0.3615,2.0,0.4,-0.3,0.09602,4.5,0.6,1.9,-0.3615,2.6,-0.2,-0.9,0.09602,4.6,0.6,1.9,-0.3615,2.7,-0.2,-0.9,0.45752,1.9,0.8,2.8,0.0,0.0,0.0,0.0
pzb,fiedler_greedy,4,1,DUR3--PZB-GREY1-TSN384-SANBIP,0.77547,1,4,2.5,0.96016,1,2,5.0,0.98323,1,1,6.0,0.90357,1.0,2.6,4.1,0.96016,0.98323,0.02306,0.77547,0.09832,4.4,0.6,2.1,-0.81211,3.1,0.3,-1.6,0.09832,4.5,0.6,2.1,-0.81211,3.2,0.3,-1.6,0.09832,4.4,0.6,2.1,-0.81211,3.1,0.3,-1.6,0.09832,4.5,0.6,2.1,-0.81211,3.2,0.3,-1.6,0.91044,1.3,0.3,3.7,0.0,0.0,0.0,0.0
pzb,fiedler_greedy,5,1,DUR--PZB-GREY1-TSN384-SANBIP,0.77547,1,4,2.5,0.98323,1,1,6.0,1.22674,1,0,7.0,0.95743,1.0,2.16667,4.58333,0.98323,1.22674,0.24352,0.77547,0.14828,4.3,0.6,2.3,-0.0265,1.5,-0.7,-0.8,0.14828,4.4,0.6,2.3,-0.0265,1.6,-0.7,-0.8,0.14828,4.3,0.6,2.3,-0.0265,1.5,-0.7,-0.8,0.14828,4.4,0.6,2.3,-0.0265,1.6,-0.7,-0.8,0.17478,2.8,1.3,3.1,0.0,0.0,0.0,0.0
pzb,fiedler_greedy,6,1,DUR--PZB-GREY1-TSN10-DUTRC,0.77547,1,4,2.5,1.22674,1,0,7.0,1.48526,1,0,7.0,1.03284,1.0,1.85714,4.92857,1.22674,1.48526,0.25852,0.77547,0.19938,4.0,0.5,1.8,-0.78626,2.7,-0.7,-1.8,0.19938,4.0,0.5,1.8,-0.78626,2.7,-0.7,-1.8,0.19938,4.1,0.4,1.7,-0.78626,2.8,-0.8,-1.9,0.19938,4.0,0.5,1.8,-0.78626,2.7,-0.7,-1.8,0.98564,1.3,1.2,3.6,0.0,0.0,0.0,0.0
pzb,fiedler_greedy,7,1,DUR3--PZB-GREY1-TSN385-CGSP,0.77547,1,4,2.5,1.48526,1,0,7.0,1.64799,1,0,2.5,1.10973,1.0,1.625,4.625,1.48526,1.64799,0.16274,0.77547,0.23137,4.1,0.4,1.45,-0.34565,2.9,-1.0,-0.9,0.23137,4.1,0.4,1.45,-0.34565,2.9,-1.0,-0.9,0.5209,1.7,2.3,3.45,-0.05612,0.5,0.9,1.1,0.23137,4.1,0.4,1.45,-0.34565,2.9,-1.0,-0.9,0.57702,1.2,1.4,2.35,0.0,0.0,0.0,0.0
pzb,fiedler_greedy,8,1,PZB-GREY1-TSN10-DUTRC--PZB-GREY1-TSN383-DUTI,0.77547,1,4,2.5,1.64799,1,0,2.5,1.78683,1,0,2.66667,1.18497,1.0,1.44444,4.40741,1.64799,1.78683,0.13883,0.77547,0.25849,3.9,0.5,1.66667,-0.58763,2.1,-0.5,-0.6,0.25849,3.9,0.5,1.66667,-0.58763,2.1,-0.5,-0.6,0.32709,3.6,0.7,1.46667,-0.51903,1.8,-0.3,-0.8,0.25849,3.9,0.5,1.66667,-0.58763,2.1,-0.5,-0.6,0.84612,1.8,1.0,2.26667,0.0,0.0,0.0,0.0
pzb,fiedler_greedy,9,1,PZB-GREY1-TSN385-CGSP--PZB-TSN267-SAEON-GWFN,0.77547,1,4,2.5,1.78683,1,0,2.66667,1.87667,1,0,4.0,1.25414,1.0,1.3,4.36667,1.78683,1.87667,0.08984,0.77547,0.27601,3.8,0.5,2.0,-0.60064,2.5,0.1,-0.8,0.27601,3.8,0.5,2.0,-0.60064,2.5,0.1,-0.8,0.34461,3.6,0.6,1.7,-0.53203,2.3,0.2,-1.1,0.27601,3.8,0.5,2.0,-0.60064,2.5,0.1,-0.8,0.87665,1.3,0.4,2.8,0.0,0.0,0.0,0.0
pzb,fiedler_greedy,10,1,PZB-GREY1-TSN10-DUTRC--PZB-TSN534-HSRC-SW,0.77547,1,4,2.5,1.87667,1,0,4.0,1.94837,1,0,5.0,1.31725,1.0,1.18182,4.42424,1.87667,1.94837,0.0717,0.77547,0.28996,3.6,0.7,2.3,-0.68304,2.4,0.2,-0.6,0.28996,3.6,0.7,2.3,-0.68304,2.4,0.2,-0.6,0.28996,3.6,0.7,2.3,-0.68304,2.4,0.2,-0.6,0.28996,3.6,0.7,2.3,-0.68304,2.4,0.2,-0.6,0.973,1.2,0.5,2.9,0.0,0.0,0.0,0.0
