node_id,removed,remaining,aG,e1_mult,e0_mult,CIS,strategy
PZB-GREY1-TSN385-CGSP,46,174,-8.788916576987889e-16,16,84,1.3333333333333333,core influence
CPT7,47,173,-9.174149163868622e-16,17,85,1.5,core influence
CPT-GREYCBD1-TSN24-NLSA,48,172,-8.52125797628478e-16,17,85,1.5,core influence
PZB-GREY1-TSN193-UNISAP,49,171,-8.632988951424178e-16,17,85,1.5263157894736843,core influence
CPT-GREYCBD1-TSN18-IZMU,50,170,-7.938825615934968e-16,16,85,1.3888888888888888,core influence
CPT-GREYCBD1-TSN163-UCT-HID,51,169,-9.329413720291355e-16,16,86,1.411764705882353,core influence
CPT-GREYCBD1-TSN4-CPUTCPT,52,168,-7.870360813198193e-16,17,86,1.6470588235294117,core influence
VDP1,53,167,-1.184311906600062e-15,17,87,1.4705882352941178,core influence
PTA-GREYS2-TSN40-USAF,54,166,-5.293221090144969e-16,15,91,2.0588235294117645,core influence
PTA-GREYS2-TSN262-ARCISCW,55,165,-4.77040837813276e-16,14,91,1.411764705882353,core influence
PTA-GREYS2-TSN973-UNIVEN-COL,56,164,-4.719165384028175e-16,14,91,1.411764705882353,core influence
PTA-GREYS2-TSN300-DAFF,57,163,-4.895964985166644e-16,14,91,1.3529411764705883,core influence
PTA-GREYS2-TSN299-ARCIAE,58,162,-4.77040837813276e-16,14,90,1.7058823529411764,core influence
PTA-GREYN1-TSN161-TUT-SOSN,59,161,-4.77040837813276e-16,15,90,1.3333333333333333,core influence
PTA-GREYN1-TSN49-TUT-ERC-GAR,60,160,-5.022882404718848e-16,15,91,1.375,core influence
PTA-GREYN1-TSN399-TUT-ZAR,61,159,-4.44923817347165e-16,15,90,1.5,core influence
PTA-GREYN1-TSN27-NLSA-PTA,62,158,-4.44923817347165e-16,15,89,1.6875,core influence
PTA-GREYN1-TSN201-UNISA-SSW,63,157,-4.77040837813276e-16,16,89,1.4705882352941178,core influence
PTA-GREYN1-TSN184-UNISA-LTC,64,156,-4.77040837813276e-16,15,89,1.8125,core influence
PTA-GREYN1-TSN162-TUT-SOSS,65,155,-4.77040837813276e-16,15,89,1.5,core influence
PTA-GREYS2-TSN260-CGS,66,154,-4.77040837813276e-16,15,90,1.625,core influence
PTA-GREYN1-TSN200-UNISA-SSE,67,153,-4.4203324128594195e-16,14,90,1.6470588235294117,core influence
PTA-GREYS2-TSN159-TUT-ARTS,68,152,-4.77040837813276e-16,15,90,1.3125,core influence
PTA-GREYN1-TSN315-BREYTEN,69,151,-4.483255738792311e-16,15,90,1.1764705882352942,core influence
PTA-GREYN1-TSN75-UPO,70,150,-4.4203324128594195e-16,14,90,1.7333333333333334,core influence
PTA-GREYN1-TSN353-TUT-TEMPO,71,149,-4.483255738792311e-16,14,90,1.6,core influence
PTA-GREYS2-TSN499-DFASAMCOR,72,148,-4.4203324128594195e-16,14,90,1.7333333333333334,core influence
PTA-GREYS2-TSN29-ZOO,73,147,-4.77040837813276e-16,13,91,1.4666666666666666,core influence
PTA-GREYN1-TSN391-TUT-KOSMOS,74,146,-4.77040837813276e-16,14,91,1.3333333333333333,core influence
PTA-GREYS2-TSN410-TUT-BAE,75,145,-4.4203324128594195e-16,15,91,2.0,core influence
PTA-GREYN1-TSN298-ARCOVI,76,144,-4.4203324128594195e-16,14,91,1.3333333333333333,core influence
PTA-GREYS2-TSN257-SANBI,77,143,-4.4203324128594195e-16,14,90,1.625,core influence
PTA-GREYS2-TSN16-HSRC-MC,78,142,-4.77040837813276e-16,14,89,1.7333333333333334,core influence
PTA-GREYN1-TSN203-UNISA-SN,79,141,-4.4203324128594195e-16,14,89,1.6666666666666667,core influence
PTA-GREYS2-TSN355-TUT-LEGAE,80,140,-4.4203324128594195e-16,13,89,1.6428571428571428,core influence
PTA-GREYS1-TSN30-NRF,81,139,-4.4203324128594195e-16,13,88,1.4285714285714286,core influence
PTA-GREYS1-TSN301-DST,82,138,-5.524851247444855e-16,13,88,1.6,core influence
PTA-GREYS3-TSN403-ASSAF,83,137,-4.4203324128594195e-16,13,87,1.5714285714285714,core influence
PTA-GREYS3-TSN8-CHE,84,136,-4.4203324128594195e-16,12,88,1.2857142857142858,core influence
PTA-GREYS2-TSN38-SAASTA,85,135,-4.4203324128594195e-16,12,87,1.4285714285714286,core influence
PTA-GREYS2-TSN660-NSF-NDI,86,134,-4.77040837813276e-16,11,88,1.6,core influence
PTA-GREYN1-TSN204-UNISA-SRB,87,133,-4.4203324128594195e-16,11,87,1.2857142857142858,core influence
PTA-GREYN2-TSN395-TUT-ZET,88,132,-4.4203324128594195e-16,11,87,1.1428571428571428,core influence
PTA-GREYS2-TSN158-TUT-ARCADIA,89,131,-4.77040837813276e-16,11,87,1.6428571428571428,core influence
PTA-GREYS3-TSN250-TIAMHO,90,130,-4.4203324128594195e-16,11,86,1.3846153846153846,core influence
PTA-GREYN2-TSN141-UPGC,91,129,-4.4203324128594195e-16,11,85,1.2307692307692308,core influence
PTA3,92,128,-4.4203324128594195e-16,11,84,1.4285714285714286,core influence
PTA4,93,127,-4.4203324128594195e-16,11,83,1.3846153846153846,core influence
PTA-GREYN2-TSN282-INNHUB,94,126,-4.4203324128594195e-16,11,82,1.5384615384615385,core influence
PTA-GREYN1-TSN538-TUT-ADT,95,125,-4.4203324128594195e-16,11,81,1.4615384615384615,core influence
PTA-GREYS3-TSN259-SAWS,96,124,-4.4203324128594195e-16,11,80,1.8461538461538463,core influence
PTA-TSN377-ARC-IRENE-PE,97,123,-4.4203324128594195e-16,11,79,1.4285714285714286,core influence
JNB-TSN199-UNISA-SBL-PE,98,122,-4.77040837813276e-16,11,79,1.4615384615384615,core influence
DBN-GREY1-TSN497-CAPRISA-DDMRI,99,121,-4.4203324128594195e-16,11,78,1.2307692307692308,core influence
DBN-GREY1-TSN11-DUTS,100,120,-4.4203324128594195e-16,11,79,1.5,core influence
DBN-GREY1-TSN150-DUTB,101,119,-4.4203324128594195e-16,11,79,1.6923076923076923,core influence
