node_id,removed,remaining,aG,e1_mult,e0_mult,CIS,strategy
MTZ,1,219,0.021311629163143532,24,1,6.318181818181818,closeness
CPT1,2,218,0.014889721538681738,24,1,5.954545454545454,closeness
ISANDO,3,217,1.8761217320294509e-16,26,4,5.090909090909091,closeness
CPT3,4,216,-2.5524175553167067e-16,26,4,4.954545454545454,closeness
DUR3,5,215,-1.2259118738365474e-15,23,12,1.7727272727272727,closeness
JNB2,6,214,-9.937733735899606e-16,25,14,2.0,closeness
PTA1,7,213,-6.345002211009881e-16,25,16,2.5,closeness
PTA2,8,212,-8.585031463815499e-16,25,19,2.0454545454545454,closeness
ISD1,9,211,-1.3442907679095484e-15,26,23,2.2083333333333335,closeness
DUR1,10,210,-1.3389817917876967e-15,23,29,2.1818181818181817,closeness
CPT2,11,209,-9.931614989703605e-16,24,31,1.8095238095238095,closeness
BLOEM2,12,208,-1.2073129545677345e-15,25,34,1.9523809523809523,closeness
CPT-TSN793-NSFAS-CBD,13,207,-1.5384159687638118e-15,24,34,1.619047619047619,closeness
PZB1,14,206,-1.4943617142278732e-15,24,33,1.4761904761904763,closeness
WITS,15,205,-1.3639823469948976e-15,22,37,2.0,closeness
DUR,16,204,-1.1250125243200373e-15,21,37,1.7142857142857142,closeness
BLOEM,17,203,-1.3379060803430847e-15,21,37,1.7619047619047619,closeness
BFN3,18,202,-1.057040114886153e-15,20,37,2.0,closeness
CPT6,19,201,-1.4817600376678525e-15,19,39,2.1904761904761907,closeness
CPT-GREYCBD1-TSN24-NLSA,20,200,-1.8917858288920625e-15,19,39,2.1,closeness
CPT-GREYCBD1-TSN641-SAEON,21,199,-1.7002560693590028e-15,19,39,2.1,closeness
ELS,22,198,-1.6383257353621512e-15,19,39,1.95,closeness
CPT-GREYSS2-TSN165-UCTLGR,23,197,-1.1716048653539156e-15,18,39,1.75,closeness
CPT-GREYCBD2-TSN164-UCTBS,24,196,-1.38401052653395e-15,17,40,2.1,closeness
CPT-GREYCBD2-TSN215-HSRCCPT,25,195,-1.3639823469948976e-15,18,40,2.05,closeness
WACS,26,194,-1.107662619908293e-15,17,40,1.7,closeness
JNB1,27,193,-1.8530837195184157e-15,17,39,1.5,closeness
PTA3,28,192,-1.0560237924336793e-15,17,42,1.7,closeness
PTA4,29,191,-1.3639823469948976e-15,17,41,2.1,closeness
CPT9,30,190,-8.247610794355291e-16,17,40,1.65,closeness
CAPE2,31,189,-1.1267129689513745e-15,17,41,1.8421052631578947,closeness
UTT,32,188,-7.817185133320912e-16,17,40,2.1578947368421053,closeness
DUR2,33,187,-8.666527639489489e-16,16,40,1.8421052631578947,closeness
CPT-GREYSS2-TSN236-SARAO-PE,34,186,-9.69235690140389e-16,17,43,1.8421052631578947,closeness
CPT-GREYSLB1-TSN235-ILABS-FAURE,35,185,-1.2570293844458512e-15,18,43,1.631578947368421,closeness
CPT-GREYSS1-TSN463-DFA-PLN,36,184,-1.0101329203877085e-15,17,43,1.4210526315789473,closeness
CPT7,37,183,-1.0072558099360245e-15,16,43,1.8421052631578947,closeness
DUR-TSN19-MUT,38,182,-1.26645282991166e-15,16,43,1.5263157894736843,closeness
PZB,39,181,-1.2162889392547559e-15,16,42,1.736842105263158,closeness
JNB3,40,180,-1.2056333795769974e-15,16,41,1.7222222222222223,closeness
CPT-GREYSS2-TSN170-UCTSSI,41,179,-1.3052391585009257e-15,16,42,1.6111111111111112,closeness
CPT-GREYSS2-TSN270-UCTGSR,42,178,-1.3903993713066248e-15,15,42,1.5,closeness
DBN-GREY1-TSN662-CAPRISA-KDH,43,177,-1.2805317069770245e-15,14,42,1.5555555555555556,closeness
DBN-GREY1-TSN231-UKZNW-PE,44,176,-1.0478863558972179e-15,13,42,1.2777777777777777,closeness
CPT-TSN943-DHA-WYNBERG,45,175,-9.252565503119547e-16,12,42,1.7222222222222223,closeness
WACS2,46,174,-1.1083597136797245e-15,12,41,1.7222222222222223,closeness
BAAI,47,173,-9.928527625364762e-16,12,40,1.9444444444444444,closeness
SMT-TSN590-IMT,48,172,-1.2386859744381677e-15,12,39,1.5555555555555556,closeness
AMLIGHT,49,171,-1.0262149831683855e-15,12,38,1.3888888888888888,closeness
PHU,50,170,-1.3079011161952168e-15,12,37,1.6470588235294117,closeness
BFN1,51,169,-1.1714331668503985e-15,12,36,1.8888888888888888,closeness
JNB-GREY1-TSN690-NHLS-BRAAM,52,168,-1.3733727859509383e-15,10,41,2.0588235294117645,closeness
JNB-GREY2-TSN659-WITS-CLMDC,53,167,-1.0905612263117612e-15,10,41,1.6470588235294117,closeness
JNB5-TSN249,54,166,-8.315744082959416e-16,11,41,1.4705882352941178,closeness
JNB-TSN76-UNISA-FLORIDA-PE,55,165,-9.61716865689084e-16,12,41,1.7058823529411764,closeness
JNB-GREY2-TSN171-UJSO,56,164,-9.96273260388732e-16,12,41,1.9411764705882353,closeness
VDP,57,163,-1.2359609759601122e-15,12,40,1.5294117647058822,closeness
PTA-GREYN1-TSN298-ARCOVI,58,162,-1.0909309691329718e-15,12,39,1.588235294117647,closeness
BFN2,59,161,-1.0297763913264067e-15,13,39,2.0588235294117645,closeness
PTA-GREYS2-TSN257-SANBI,60,160,-8.856381761651523e-16,14,40,1.4375,closeness
PTA-GREYS2-TSN409-TUT-SKINNER-PE,61,159,-1.0369117772137878e-15,13,40,1.1764705882352942,closeness
CAPE,62,158,-1.2699371078470787e-15,13,41,1.3529411764705883,closeness
PTA-GREYN2-TSN254-UP-HILL-PE,63,157,-1.2693681377051761e-15,13,40,1.4705882352941178,closeness
PTA-GREYS3-TSN8-CHE,64,156,-8.716294126552069e-16,13,41,1.75,closeness
PTA-GREYN2-TSN282-INNHUB,65,155,-1.6545961964014244e-15,13,41,1.5,closeness
PTA-GREYS1-TSN30-NRF,66,154,-1.4159323447021676e-15,13,40,1.411764705882353,closeness
PTA-GREYS1-TSN301-DST,67,153,-1.0263939982362474e-15,13,40,1.75,closeness
