node_id,removed,remaining,aG,e1_mult,e0_mult,CIS,strategy
CPT-GREYSS2-TSN168-UCTRCCH,138,82,-4.4203324128594195e-16,6,62,1.3333333333333333,degree
CPT-GREYSS2-TSN170-UCTSSI,139,81,-4.4203324128594195e-16,6,62,1.2222222222222223,degree
CPT-GREYSS2-TSN270-UCTGSR,140,80,-4.4203324128594195e-16,6,61,1.5,degree
CPT-GREYSS2-TSN271-UCTRBG,141,79,-4.4203324128594195e-16,5,61,1.5,degree
CPT-GREYSS2-TSN800-UWC-CASAS,142,78,-4.4203324128594195e-16,5,61,1.75,degree
CPT-TSN793-NSFAS-CBD,143,77,-4.4203324128594195e-16,5,60,1.375,degree
CPT8,144,76,-4.4203324128594195e-16,5,59,1.5,degree
DBN-GREY1-TSN11-DUTS,145,75,-4.4203324128594195e-16,5,58,1.25,degree
DBN-GREY1-TSN375-SANBI,146,74,-4.4203324128594195e-16,5,58,1.5,degree
DBN-GREY1-TSN13-CAO,147,73,-4.4203324128594195e-16,5,57,1.75,degree
DBN-GREY1-TSN132-MRC,148,72,-4.4203324128594195e-16,5,56,1.5,degree
DBN-GREY1-TSN150-DUTB,149,71,-4.4203324128594195e-16,4,57,1.1111111111111112,degree
DBN-GREY1-TSN662-CAPRISA-KDH,150,70,-4.4203324128594195e-16,4,56,1.25,degree
DBN-GREY1-TSN151-DUTC,151,69,-4.4203324128594195e-16,4,55,1.1428571428571428,degree
DBN-GREY1-TSN176-UNISAM,152,68,-4.4203324128594195e-16,3,56,1.25,degree
DBN-GREY1-TSN498-CAPRISA-ECRS,153,67,-4.4203324128594195e-16,3,55,1.25,degree
DBN-GREY1-TSN231-UKZNW-PE,154,66,-4.4203324128594195e-16,4,55,1.1428571428571428,degree
DBN-GREY1-TSN232-NMMS,155,65,-4.4203324128594195e-16,4,54,1.1428571428571428,degree
DBN-GREY1-TSN497-CAPRISA-DDMRI,156,64,-4.4203324128594195e-16,3,55,1.25,degree
DBN-GREY1-TSN97-CSIR,157,63,-4.4203324128594195e-16,3,54,1.1428571428571428,degree
DUR-TSN19-MUT,158,62,-4.4203324128594195e-16,3,53,1.25,degree
PZB,159,61,-4.4203324128594195e-16,3,52,1.1428571428571428,degree
UTT,160,60,-4.4203324128594195e-16,3,51,1.3333333333333333,degree
ELS-GREY1-TSN108-WSU-CHS,161,59,-4.4203324128594195e-16,3,50,1.3333333333333333,degree
ELS-GREY1-TSN177-UNISAE,162,58,-4.4203324128594195e-16,3,50,1.3333333333333333,degree
ELS-GREY1-TSN393-WSU-CAM,163,57,-4.4203324128594195e-16,3,49,1.4285714285714286,degree
JNB-NHLS-TSN677-SAND,164,56,-4.4203324128594195e-16,3,48,1.3333333333333333,degree
JNB-GREY-TSN284-WITS-HJH,165,55,-4.4203324128594195e-16,3,47,1.3333333333333333,degree
