node_id,removed,remaining,aG,e1_mult,e0_mult,CIS,strategy
MTZ,104,116,-1.2963299870219841e-15,22,44,3.1666666666666665,random
PTA-TSN397-ARCPPRI,105,115,-1.5654429055752083e-15,22,45,1.9166666666666667,random
ELS-GREY1-TSN108-WSU-CHS,106,114,-1.7615421534527283e-15,21,45,3.1666666666666665,random
DBN-GREY1-TSN132-MRC,107,113,-1.1188930252717722e-15,20,45,1.6666666666666667,random
CPT-GREYCBD1-TSN641-SAEON,108,112,-1.4397973768614523e-15,19,46,1.5833333333333333,random
CPT6,109,111,-1.4911780368027853e-15,19,45,2.75,random
JNB-GREY2-TSN99-CSMI,110,110,-1.0970950455723136e-15,19,44,3.0833333333333335,random
PHU,111,109,-1.2412011062154289e-15,18,44,1.8181818181818181,random
JNB-GREY2-TSN42-UJBU,112,108,-1.0970950455723136e-15,18,43,1.4545454545454546,random
PTA-GREYN1-TSN298-ARCOVI,113,107,-1.081131010430734e-15,17,44,1.6363636363636365,random
CPT-GREYCBD2-TSN143-CPUTGB,114,106,-1.221747596346873e-15,17,45,2.4545454545454546,random
CPT-GREYCBD1-TSN163-UCT-HID,115,105,-1.0144767040031688e-15,17,44,1.5454545454545454,random
JNB5-TSN249,116,104,-1.3154376275468557e-15,17,44,2.8181818181818183,random
DBN-GREY1-TSN11-DUTS,117,103,-1.487294294038504e-15,17,43,2.272727272727273,random
DUR,118,102,-1.3754448903375974e-15,17,42,2.0,random
CPT-GREYSS1-TSN768-UCTCAN,119,101,-1.4822629822530796e-15,17,43,2.4545454545454546,random
CPT-GREYSS2-TSN167-UCTRMH,120,100,-1.695767768518615e-15,16,43,3.1,random
CAPE,121,99,-1.4822629822530796e-15,16,42,3.0,random
VDP1,122,98,-1.4263722574685125e-15,16,43,2.4166666666666665,random
ELS2,123,97,-1.1204461907174209e-15,14,47,2.1818181818181817,random
DBN-GREY1-TSN97-CSIR,124,96,-1.1199019217319553e-15,14,48,1.9,random
PTA-GREYS3-TSN250-TIAMHO,125,95,-9.76118485193918e-16,13,48,2.6,random
ELS,126,94,-1.942355942793214e-15,13,48,2.1,random
CPT-GREYCBD2-TSN164-UCTBS,127,93,-9.689900607561297e-16,12,48,1.8,random
JNB-NHLS-TSN677-SAND,128,92,-9.375755677531772e-16,12,47,2.5,random
DBN-GREY1-TSN498-CAPRISA-ECRS,129,91,-8.288342890589742e-16,11,47,1.9,random
BFN-GREY1-TSN246-UFSPSY,130,90,-9.42695242718593e-16,11,47,2.4444444444444446,random
PZB-TSN534-HSRC-SW,131,89,-9.278700377697023e-16,11,46,2.0,random
BFN1,132,88,-4.477384175992058e-16,10,46,2.111111111111111,random
PTA2,133,87,-8.973787580037903e-16,9,49,1.3,random
PTA4,134,86,-4.477384175992058e-16,11,50,2.5555555555555554,random
CPT-GREYCBD1-TSN490-CPGR,135,85,-9.330436851852279e-16,10,50,2.3333333333333335,random
ELS3,136,84,-6.751484194616886e-16,11,50,1.4444444444444444,random
BFN3,137,83,-4.601827715969859e-16,11,51,1.8,random
DURBS,138,82,-4.477384175992058e-16,11,51,1.6666666666666667,random
PZB1,139,81,-4.721285029177489e-16,10,51,1.7,random
PTA-GREYS2-TSN499-DFASAMCOR,140,80,-4.996003610813204e-16,9,52,1.625,random
SMT-TSN590-IMT,141,79,-7.820980330550084e-16,9,53,2.125,random
PTA-GREYS2-TSN262-ARCISCW,142,78,-8.655613702145249e-16,9,52,1.375,random
PTA3,143,77,-7.524297955400501e-16,10,52,1.875,random
JNB-GREY2-TSN42-UJBU-2,144,76,-6.01839506351214e-16,9,52,1.75,random
PZB-GREY1-TSN385-CGSP,145,75,-4.8175349031478405e-16,9,51,1.75,random
PTA-GREYN2-TSN141-UPGC,146,74,-5.547566278405492e-16,9,50,1.625,random
PTA-GREYS3-TSN403-ASSAF,147,73,-4.477384175992058e-16,9,49,1.5,random
WEL1,148,72,-4.4203324128594195e-16,10,49,1.6666666666666667,random
PTD-TSN216-WSU-PTD-PE,149,71,-4.4203324128594195e-16,10,48,1.875,random
BAAIIS,150,70,-4.4203324128594195e-16,9,48,2.0,random
PTA-GREYS2-TSN299-ARCIAE,151,69,-4.4203324128594195e-16,9,47,1.5,random
PTA-GREYS2-TSN16-HSRC-MC,152,68,-4.4203324128594195e-16,9,47,2.2857142857142856,random
CAPE2,153,67,-4.4203324128594195e-16,9,46,1.8571428571428572,random
PTA-GREYS2-TSN29-ZOO,154,66,-4.4203324128594195e-16,9,45,2.2857142857142856,random
WACS,155,65,-4.4203324128594195e-16,9,44,1.7142857142857142,random
