graph,strategy,steps,AUC_aG,AUC_e0_mult,AUC_e1_mult,AUC_CIS,Delta_aG_vs_random,Delta_e0_mult_vs_random,Delta_e1_mult_vs_random,Delta_CIS_vs_random
vdp,betweeness,7,0.1133,3.42857,0.28571,1.28571,-0.52515,2.14286,-0.14286,-0.42857
vdp,closeness,7,0.1133,3.28571,0.28571,1.28571,-0.52515,2.0,-0.14286,-0.42857
vdp,core influence,7,0.1133,3.42857,0.28571,1.28571,-0.52515,2.14286,-0.14286,-0.42857
vdp,degree,7,0.1133,3.28571,0.28571,1.28571,-0.52515,2.0,-0.14286,-0.42857
vdp,random,7,0.63846,1.28571,0.42857,1.71429,0.0,0.0,0.0,0.0
