graph,strategy,step,num_edges_added_this_step,edges_added,nr_aG_baseline,nr_e0_mult_baseline,nr_e1_mult_baseline,nr_CIS_baseline,nr_aG_before,nr_e0_mult_before,nr_e1_mult_before,nr_CIS_before,nr_aG_after,nr_e0_mult_after,nr_e1_mult_after,nr_CIS_after,nr_cumAUC_aG,nr_cumAUC_e0_mult,nr_cumAUC_e1_mult,nr_cumAUC_CIS,aG_before,aG_after,Delta_aG,aG_baseline0,AUC_aG__betweeness,AUC_e0_mult__betweeness,AUC_e1_mult__betweeness,AUC_CIS__betweeness,Delta_aG_vs_random__betweeness,Delta_e0_mult_vs_random__betweeness,Delta_e1_mult_vs_random__betweeness,Delta_CIS_vs_random__betweeness,AUC_aG__closeness,AUC_e0_mult__closeness,AUC_e1_mult__closeness,AUC_CIS__closeness,Delta_aG_vs_random__closeness,Delta_e0_mult_vs_random__closeness,Delta_e1_mult_vs_random__closeness,Delta_CIS_vs_random__closeness,AUC_aG__core_influence,AUC_e0_mult__core_influence,AUC_e1_mult__core_influence,AUC_CIS__core_influence,Delta_aG_vs_random__core_influence,Delta_e0_mult_vs_random__core_influence,Delta_e1_mult_vs_random__core_influence,Delta_CIS_vs_random__core_influence,AUC_aG__degree,AUC_e0_mult__degree,AUC_e1_mult__degree,AUC_CIS__degree,Delta_aG_vs_random__degree,Delta_e0_mult_vs_random__degree,Delta_e1_mult_vs_random__degree,Delta_CIS_vs_random__degree,AUC_aG__random,AUC_e0_mult__random,AUC_e1_mult__random,AUC_CIS__random,Delta_aG_vs_random__random,Delta_e0_mult_vs_random__random,Delta_e1_mult_vs_random__random,Delta_CIS_vs_random__random
vdp,random_add,1,1,VDP-GREY2-TSN484-DFA-VDBP--JOBURG,0.70293,1,3,1.0,0.70293,1,3,1.0,0.79312,1,2,2.0,0.74803,1.0,2.5,1.5,0.70293,0.79312,0.09019,0.70293,0.1133,3.42857,0.28571,1.28571,-0.52515,2.14286,-0.14286,-0.42857,0.1133,3.28571,0.28571,1.28571,-0.52515,2.0,-0.14286,-0.42857,0.1133,3.42857,0.28571,1.28571,-0.52515,2.14286,-0.14286,-0.42857,0.1133,3.28571,0.28571,1.28571,-0.52515,2.0,-0.14286,-0.42857,0.63846,1.28571,0.42857,1.71429,0.0,0.0,0.0,0.0
vdp,random_add,2,1,JOBURG--ZEH1,0.70293,1,3,1.0,0.79312,1,2,2.0,0.8414,1,1,3.0,0.77915,1.0,2.0,2.0,0.79312,0.8414,0.04827,0.70293,0.1202,3.0,0.14286,1.42857,-0.65162,1.85714,-0.28571,-0.14286,0.1202,3.0,0.28571,1.57143,-0.65162,1.85714,-0.14286,0.0,0.1202,3.0,0.28571,1.57143,-0.65162,1.85714,-0.14286,0.0,0.1202,3.0,0.28571,1.57143,-0.65162,1.85714,-0.14286,0.0,0.77182,1.14286,0.42857,1.57143,0.0,0.0,0.0,0.0
vdp,random_add,3,1,VDP-GREY2-TSN139-NWUFAR--ZEH1,0.70293,1,3,1.0,0.8414,1,1,3.0,0.90588,1,2,3.0,0.81083,1.0,2.0,2.25,0.8414,0.90588,0.06448,0.70293,0.12941,2.85714,0.28571,1.42857,-0.6328,1.71429,-0.42857,-0.28571,0.12941,2.57143,0.71429,1.71429,-0.6328,1.42857,0.0,0.0,0.12941,3.0,0.42857,1.42857,-0.6328,1.85714,-0.28571,-0.28571,0.12941,3.0,0.57143,1.57143,-0.6328,1.85714,-0.14286,-0.14286,0.76221,1.14286,0.71429,1.71429,0.0,0.0,0.0,0.0
vdp,random_add,4,1,VDP-GREY1-TSN90-VUTMC--JOBURG,0.70293,1,3,1.0,0.90588,1,2,3.0,0.9539,1,1,4.0,0.83945,1.0,1.8,2.6,0.90588,0.9539,0.04802,0.70293,0.13627,2.42857,0.57143,1.85714,-0.88378,1.42857,0.28571,-0.28571,0.13627,2.42857,0.57143,1.85714,-0.88378,1.42857,0.28571,-0.28571,0.13627,2.57143,0.57143,1.85714,-0.88378,1.57143,0.28571,-0.28571,0.13627,2.85714,0.42857,1.71429,-0.88378,1.85714,0.14286,-0.42857,1.02005,1.0,0.28571,2.14286,0.0,0.0,0.0,0.0
vdp,random_add,5,1,VDP-GREY2-TSN484-DFA-VDBP--POTCH,0.70293,1,3,1.0,0.9539,1,1,4.0,1.44441,1,0,5.0,0.94027,1.0,1.5,3.0,0.9539,1.44441,0.4905,0.70293,0.29003,2.28571,0.14286,1.85714,-1.39398,1.28571,0.0,-0.71429,0.29003,2.14286,0.28571,2.0,-1.39398,1.14286,0.14286,-0.57143,0.29003,2.14286,0.14286,1.85714,-1.39398,1.14286,0.0,-0.71429,0.29003,2.28571,0.28571,2.0,-1.39398,1.28571,0.14286,-0.57143,1.68401,1.0,0.14286,2.57143,0.0,0.0,0.0,0.0
vdp,random_add,6,1,VDP-GREY2-TSN598-VUT-EMF--VDP-GREY2-TSN484-DFA-VDBP,0.70293,1,3,1.0,1.44441,1,0,5.0,1.56842,1,0,2.0,1.03001,1.0,1.28571,2.85714,1.44441,1.56842,0.12402,0.70293,0.31461,2.14286,0.28571,1.57143,-0.87911,1.14286,0.0,-0.42857,0.31461,2.14286,0.28571,1.57143,-0.87911,1.14286,0.0,-0.42857,0.31461,2.28571,0.28571,1.57143,-0.87911,1.28571,0.0,-0.42857,0.31461,2.28571,0.28571,1.57143,-0.87911,1.28571,0.0,-0.42857,1.19372,1.0,0.28571,2.0,0.0,0.0,0.0,0.0
vdp,random_add,7,1,VDP-GREY2-TSN139-NWUFAR--POTCH,0.70293,1,3,1.0,1.56842,1,0,2.0,1.57009,1,0,3.0,1.09752,1.0,1.125,2.875,1.56842,1.57009,0.00167,0.70293,0.36553,2.0,0.42857,2.14286,-0.13777,0.42857,0.28571,0.0,0.36553,2.0,0.42857,2.14286,-0.13777,0.42857,0.28571,0.0,0.65124,1.57143,0.42857,2.14286,0.14794,0.0,0.28571,0.0,0.36553,2.0,0.42857,2.14286,-0.13777,0.42857,0.28571,0.0,0.5033,1.57143,0.14286,2.14286,0.0,0.0,0.0,0.0
vdp,random_add,8,1,VDP-GREY2-TSN598-VUT-EMF--JOBURG,0.70293,1,3,1.0,1.57009,1,0,3.0,1.73814,1,0,3.0,1.1687,1.0,1.0,2.88889,1.57009,1.73814,0.16805,0.70293,0.36697,2.14286,0.42857,2.0,-1.35684,1.14286,0.28571,0.42857,0.36697,1.85714,0.57143,2.14286,-1.35684,0.85714,0.42857,0.57143,0.45066,2.0,0.28571,1.85714,-1.27316,1.0,0.14286,0.28571,0.36697,2.14286,0.42857,2.0,-1.35684,1.14286,0.28571,0.42857,1.72382,1.0,0.14286,1.57143,0.0,0.0,0.0,0.0
vdp,random_add,9,1,VDP-GREY1-TSN90-VUTMC--VDP-GREY2-TSN139-NWUFAR,0.70293,1,3,1.0,1.73814,1,0,3.0,2.58119,1,0,4.0,1.30995,1.0,0.9,3.0,1.73814,2.58119,0.84305,0.70293,0.68548,2.14286,0.28571,2.0,-0.0996,0.57143,0.0,0.0,0.73814,2.14286,0.42857,2.14286,-0.04694,0.57143,0.14286,0.14286,0.68548,2.14286,0.28571,2.0,-0.0996,0.57143,0.0,0.0,0.73814,2.14286,0.42857,2.14286,-0.04694,0.57143,0.14286,0.14286,0.78508,1.57143,0.28571,2.0,0.0,0.0,0.0,0.0
vdp,random_add,10,1,POTCH--VDP-GREY1-TSN90-VUTMC,0.70293,1,3,1.0,2.58119,1,0,4.0,2.86092,1,0,2.0,1.45094,1.0,0.81818,2.90909,2.58119,2.86092,0.27973,0.70293,0.80085,1.85714,0.0,1.57143,-1.17928,0.71429,-0.14286,-0.28571,0.81775,1.85714,0.14286,1.71429,-1.16238,0.71429,0.0,-0.14286,1.30059,1.28571,0.14286,1.85714,-0.67954,0.14286,0.0,0.0,0.81775,1.85714,0.14286,1.71429,-1.16238,0.71429,0.0,-0.14286,1.98013,1.14286,0.14286,1.85714,0.0,0.0,0.0,0.0
