graph,strategy,steps,AUC_aG,AUC_e0_mult,AUC_e1_mult,AUC_CIS,Delta_aG_vs_random,Delta_e0_mult_vs_random,Delta_e1_mult_vs_random,Delta_CIS_vs_random
pzb,betweeness,10,0.09491,4.4,0.4,2.05,-1.08744,3.4,-0.2,-1.4
pzb,closeness,10,0.09491,4.2,0.4,2.05,-1.08744,3.2,-0.2,-1.4
pzb,core influence,10,0.09491,4.3,0.4,2.05,-1.08744,3.3,-0.2,-1.4
pzb,degree,10,0.09491,4.1,0.4,2.05,-1.08744,3.1,-0.2,-1.4
pzb,random,10,1.18235,1.0,0.6,3.45,0.0,0.0,0.0,0.0
