graph,strategy,steps,AUC_aG,AUC_e0_mult,AUC_e1_mult,AUC_CIS,Delta_aG_vs_random,Delta_e0_mult_vs_random,Delta_e1_mult_vs_random,Delta_CIS_vs_random
bfn,betweeness,16,0.0337,5.9375,0.625,1.40625,-0.0,2.6875,-0.8125,-0.6875
bfn,closeness,16,0.0337,5.625,0.75,1.375,-0.0,2.375,-0.6875,-0.71875
bfn,core influence,16,0.12732,4.125,1.3125,1.875,0.09362,0.875,-0.125,-0.21875
bfn,degree,16,0.0337,5.6875,0.9375,1.51042,-0.0,2.4375,-0.5,-0.58333
bfn,random,16,0.0337,3.25,1.4375,2.09375,0.0,0.0,0.0,0.0
