graph,strategy,steps,AUC_aG,AUC_e0_mult,AUC_e1_mult,AUC_CIS,Delta_aG_vs_random,Delta_e0_mult_vs_random,Delta_e1_mult_vs_random,Delta_CIS_vs_random
bfn,betweeness,16,0.03245,7.25,0.8125,1.75,-0.22965,5.5625,-1.75,-2.3125
bfn,closeness,16,0.03245,6.875,0.875,1.78125,-0.22965,5.1875,-1.6875,-2.28125
bfn,core influence,16,0.03245,6.9375,0.8125,1.75,-0.22965,5.25,-1.75,-2.3125
bfn,degree,16,0.03245,7.125,0.875,1.78125,-0.22965,5.4375,-1.6875,-2.28125
bfn,random,16,0.2621,1.6875,2.5625,4.0625,0.0,0.0,0.0,0.0
