graph,strategy,steps,AUC_aG,AUC_e0_mult,AUC_e1_mult,AUC_CIS,Delta_aG_vs_random,Delta_e0_mult_vs_random,Delta_e1_mult_vs_random,Delta_CIS_vs_random
dur,betweeness,26,0.01061,9.07692,1.07692,1.66026,-0.02128,3.80769,-1.07692,-1.65385
dur,closeness,26,0.126,5.38462,1.69231,1.99359,0.0941,0.11538,-0.46154,-1.32051
dur,core influence,26,0.00852,9.5,0.73077,1.48718,-0.02338,4.23077,-1.42308,-1.82692
dur,degree,26,0.00852,8.73077,1.11538,1.8141,-0.02338,3.46154,-1.03846,-1.5
dur,random,26,0.0319,5.26923,2.15385,3.3141,0.0,0.0,0.0,0.0
